invoice_id,unit_price,quantity,tax_5%,total,cogs,gross_margin_percentage,gross_income,rating,date,week_start,week_of_year,day_of_week,month_number,month_name,quarter,year,season,time,day_part,branch,city,customer_type,gender,payment,product_line
785-13-7708,73.06,7.0,25.571,536.991,511.42,4.761904762,25.571,4.2,2019-01-14,2019-01-14,3,1,1,January,1,2019,winter,19:06:00,evening,B,Mandalay,Normal,Male,Credit card,Food and beverages
845-51-0542,46.55,9.0,20.9475,439.8975,418.95,4.761904762,20.9475,6.4,2019-02-02,2019-01-28,5,6,2,February,1,2019,winter,15:34:00,noon,B,Mandalay,Member,Male,Ewallet,Food and beverages
662-47-5456,35.19,10.0,17.595,369.495,351.9,4.761904762,17.595,8.4,2019-03-17,2019-03-11,11,7,3,March,1,2019,spring,19:06:00,evening,C,Naypyitaw,Member,Male,Credit card,Fashion accessories
883-17-4236,14.39,2.0,1.439,30.219,28.78,4.761904762,1.439,7.2,2019-03-02,2019-02-25,9,6,3,March,1,2019,spring,19:44:00,evening,C,Naypyitaw,Normal,Female,Credit card,Sports and travel
290-68-2984,23.75,4.0,4.75,99.75,95.0,4.761904762,4.75,5.2,2019-03-16,2019-03-11,11,6,3,March,1,2019,spring,11:22:00,noon,A,Yangon,Normal,Male,Cash,Home and lifestyle
704-11-6354,58.9,8.0,23.56,494.76,471.2,4.761904762,23.56,8.9,2019-01-06,2018-12-31,1,7,1,January,1,2019,winter,11:23:00,noon,A,Yangon,Member,Male,Cash,Home and lifestyle
110-48-7033,32.62,4.0,6.524,137.004,130.48,4.761904762,6.524,9.0,2019-01-29,2019-01-28,5,2,1,January,1,2019,winter,14:12:00,noon,B,Mandalay,Member,Male,Cash,Fashion accessories
366-93-0948,66.35,1.0,3.3175,69.6675,66.35,4.761904762,3.3175,9.7,2019-01-31,2019-01-28,5,4,1,January,1,2019,winter,10:46:00,morning,A,Yangon,Member,Male,Credit card,Electronic accessories
729-09-9681,25.91,6.0,7.773,163.233,155.46,4.761904762,7.773,8.7,2019-02-05,2019-02-04,6,2,2,February,1,2019,winter,10:16:00,morning,A,Yangon,Member,Male,Ewallet,Home and lifestyle
151-16-1484,32.25,4.0,6.45,135.45,129.0,4.761904762,6.45,6.5,2019-02-13,2019-02-11,7,3,2,February,1,2019,winter,12:38:00,noon,A,Yangon,Member,Male,Ewallet,Electronic accessories
380-94-4661,65.94,4.0,13.188,276.948,263.76,4.761904762,13.188,6.9,2019-02-07,2019-02-04,6,4,2,February,1,2019,winter,13:05:00,noon,C,Naypyitaw,Member,Male,Credit card,Electronic accessories
850-41-9669,75.06,9.0,33.777,709.317,675.54,4.761904762,33.777,6.2,2019-03-19,2019-03-18,12,2,3,March,1,2019,spring,13:25:00,noon,A,Yangon,Normal,Female,Ewallet,Electronic accessories
821-07-3596,16.45,4.0,3.29,69.09,65.8,4.761904762,3.29,5.6,2019-03-07,2019-03-04,10,4,3,March,1,2019,spring,14:53:00,noon,C,Naypyitaw,Normal,Female,Ewallet,Fashion accessories
655-85-5130,38.3,4.0,7.66,160.86,153.2,4.761904762,7.66,5.7,2019-03-13,2019-03-11,11,3,3,March,1,2019,spring,19:22:00,evening,B,Mandalay,Member,Female,Cash,Fashion accessories
447-15-7839,22.24,10.0,11.12,233.52,222.4,4.761904762,11.12,4.2,2019-02-09,2019-02-04,6,6,2,February,1,2019,winter,11:00:00,noon,A,Yangon,Member,Female,Cash,Sports and travel
154-74-7179,54.45,1.0,2.7225,57.1725,54.45,4.761904762,2.7225,7.9,2019-02-26,2019-02-25,9,2,2,February,1,2019,winter,19:24:00,evening,B,Mandalay,Normal,Male,Ewallet,Sports and travel
253-12-6086,98.4,7.0,34.44,723.24,688.8,4.761904762,34.44,8.7,2019-03-12,2019-03-11,11,2,3,March,1,2019,spring,12:43:00,noon,A,Yangon,Member,Female,Credit card,Sports and travel
808-65-0703,35.47,4.0,7.094,148.974,141.88,4.761904762,7.094,6.9,2019-03-14,2019-03-11,11,4,3,March,1,2019,spring,17:22:00,evening,C,Naypyitaw,Normal,Male,Credit card,Home and lifestyle
571-94-0759,74.6,10.0,37.3,783.3,746.0,4.761904762,37.3,9.5,2019-01-08,2019-01-07,2,2,1,January,1,2019,winter,20:55:00,evening,B,Mandalay,Member,Female,Cash,Food and beverages
144-51-6085,70.74,4.0,14.148,297.108,282.96,4.761904762,14.148,4.4,2019-01-05,2018-12-31,1,6,1,January,1,2019,winter,16:05:00,noon,A,Yangon,Member,Male,Credit card,Home and lifestyle
731-14-2199,35.54,10.0,17.77,373.17,355.4,4.761904762,17.77,7.0,2019-01-04,2018-12-31,1,5,1,January,1,2019,winter,13:34:00,noon,A,Yangon,Member,Female,Ewallet,Home and lifestyle
783-09-1637,67.43,5.0,16.8575,354.0075,337.15,4.761904762,16.8575,6.3,2019-03-06,2019-03-04,10,3,3,March,1,2019,spring,18:13:00,evening,B,Mandalay,Normal,Female,Ewallet,Sports and travel
687-15-1097,21.12,2.0,2.112,44.352,42.24,4.761904762,2.112,9.7,2019-01-03,2018-12-31,1,4,1,January,1,2019,winter,19:17:00,evening,C,Naypyitaw,Member,Female,Cash,Health and beauty
126-54-1082,21.54,9.0,9.693,203.553,193.86,4.761904762,9.693,8.8,2019-01-07,2019-01-07,2,1,1,January,1,2019,winter,11:44:00,noon,A,Yangon,Member,Female,Credit card,Home and lifestyle
633-91-1052,12.03,2.0,1.203,25.263,24.06,4.761904762,1.203,5.1,2019-01-27,2019-01-21,4,7,1,January,1,2019,winter,15:51:00,noon,A,Yangon,Normal,Female,Cash,Home and lifestyle
477-24-6490,99.71,6.0,29.913,628.173,598.26,4.761904762,29.913,7.9,2019-02-26,2019-02-25,9,2,2,February,1,2019,winter,16:52:00,noon,B,Mandalay,Normal,Female,Ewallet,Health and beauty
566-19-5475,47.97,7.0,16.7895,352.5795,335.79,4.761904762,16.7895,6.2,2019-01-07,2019-01-07,2,1,1,January,1,2019,winter,20:52:00,evening,B,Mandalay,Normal,Male,Cash,Fashion accessories
526-86-8552,21.82,10.0,10.91,229.11,218.2,4.761904762,10.91,7.1,2019-01-07,2019-01-07,2,1,1,January,1,2019,winter,17:36:00,evening,C,Naypyitaw,Member,Female,Cash,Home and lifestyle
376-56-3573,95.42,4.0,19.084,400.764,381.68,4.761904762,19.084,6.4,2019-02-02,2019-01-28,5,6,2,February,1,2019,winter,13:23:00,noon,C,Naypyitaw,Normal,Female,Ewallet,Fashion accessories
537-72-0426,70.99,10.0,35.495,745.395,709.9,4.761904762,35.495,5.7,2019-03-20,2019-03-18,12,3,3,March,1,2019,spring,16:28:00,noon,C,Naypyitaw,Member,Male,Cash,Fashion accessories
828-61-5674,44.02,10.0,22.01,462.21,440.2,4.761904762,22.01,9.6,2019-03-20,2019-03-18,12,3,3,March,1,2019,spring,19:57:00,evening,A,Yangon,Member,Male,Credit card,Sports and travel
136-08-6195,69.96,8.0,27.984,587.664,559.68,4.761904762,27.984,6.4,2019-02-15,2019-02-11,7,5,2,February,1,2019,winter,17:01:00,evening,A,Yangon,Normal,Female,Credit card,Home and lifestyle
523-38-0215,37.0,1.0,1.85,38.85,37.0,4.761904762,1.85,7.9,2019-03-06,2019-03-04,10,3,3,March,1,2019,spring,13:29:00,noon,C,Naypyitaw,Normal,Male,Credit card,Home and lifestyle
490-29-1201,15.34,1.0,0.767,16.107,15.34,4.761904762,0.767,6.5,2019-01-06,2018-12-31,1,7,1,January,1,2019,winter,11:09:00,noon,A,Yangon,Normal,Female,Cash,Sports and travel
667-92-0055,99.83,6.0,29.949,628.929,598.98,4.761904762,29.949,8.5,2019-03-04,2019-03-04,10,1,3,March,1,2019,spring,15:02:00,noon,A,Yangon,Member,Male,Ewallet,Health and beauty
565-17-3836,47.67,4.0,9.534,200.214,190.68,4.761904762,9.534,9.1,2019-03-12,2019-03-11,11,2,3,March,1,2019,spring,14:21:00,noon,A,Yangon,Member,Female,Cash,Health and beauty
498-41-1961,66.68,5.0,16.67,350.07,333.4,4.761904762,16.67,7.6,2019-02-20,2019-02-18,8,3,2,February,1,2019,winter,18:01:00,evening,B,Mandalay,Normal,Male,Cash,Health and beauty
593-95-4461,74.86,1.0,3.743,78.603,74.86,4.761904762,3.743,6.9,2019-03-24,2019-03-18,12,7,3,March,1,2019,spring,14:49:00,noon,C,Naypyitaw,Member,Male,Cash,Home and lifestyle
226-71-3580,23.75,9.0,10.6875,224.4375,213.75,4.761904762,10.6875,9.5,2019-01-31,2019-01-28,5,4,1,January,1,2019,winter,12:02:00,noon,C,Naypyitaw,Normal,Female,Cash,Sports and travel
283-79-9594,48.51,7.0,16.9785,356.5485,339.57,4.761904762,16.9785,5.2,2019-01-25,2019-01-21,4,5,1,January,1,2019,winter,13:30:00,noon,B,Mandalay,Normal,Female,Credit card,Food and beverages
430-60-3493,94.88,7.0,33.208,697.368,664.16,4.761904762,33.208,4.2,2019-02-03,2019-01-28,5,7,2,February,1,2019,winter,14:38:00,noon,A,Yangon,Member,Female,Cash,Home and lifestyle
139-20-0155,40.3,10.0,20.15,423.15,403.0,4.761904762,20.15,7.0,2019-01-24,2019-01-21,4,4,1,January,1,2019,winter,17:37:00,evening,B,Mandalay,Member,Male,Credit card,Electronic accessories
558-80-4082,27.85,7.0,9.7475,204.6975,194.95,4.761904762,9.7475,6.0,2019-03-14,2019-03-11,11,4,3,March,1,2019,spring,17:20:00,evening,C,Naypyitaw,Normal,Male,Ewallet,Electronic accessories
278-97-7759,62.48,1.0,3.124,65.604,62.48,4.761904762,3.124,4.7,2019-02-18,2019-02-18,8,1,2,February,1,2019,winter,20:29:00,evening,A,Yangon,Member,Female,Cash,Electronic accessories
316-68-6352,36.36,2.0,3.636,76.356,72.72,4.761904762,3.636,7.1,2019-01-21,2019-01-21,4,1,1,January,1,2019,winter,10:00:00,morning,A,Yangon,Member,Female,Cash,Food and beverages
585-03-5943,18.11,10.0,9.055,190.155,181.1,4.761904762,9.055,5.9,2019-03-13,2019-03-11,11,3,3,March,1,2019,spring,11:46:00,noon,B,Mandalay,Normal,Male,Ewallet,Health and beauty
211-05-0490,51.92,5.0,12.98,272.58,259.6,4.761904762,12.98,7.5,2019-03-03,2019-02-25,9,7,3,March,1,2019,spring,13:42:00,noon,C,Naypyitaw,Member,Female,Cash,Electronic accessories
727-75-6477,28.84,4.0,5.768,121.128,115.36,4.761904762,5.768,6.4,2019-03-29,2019-03-25,13,5,3,March,1,2019,spring,14:44:00,noon,C,Naypyitaw,Normal,Male,Cash,Electronic accessories
744-02-5987,78.38,6.0,23.514,493.794,470.28,4.761904762,23.514,5.8,2019-01-10,2019-01-07,2,4,1,January,1,2019,winter,14:16:00,noon,A,Yangon,Member,Male,Ewallet,Home and lifestyle
307-83-9164,60.01,4.0,12.002,252.042,240.04,4.761904762,12.002,4.5,2019-01-25,2019-01-21,4,5,1,January,1,2019,winter,15:54:00,noon,A,Yangon,Member,Male,Cash,Home and lifestyle
779-06-0012,88.61,1.0,4.4305,93.0405,88.61,4.761904762,4.4305,7.7,2019-01-19,2019-01-14,3,6,1,January,1,2019,winter,10:21:00,morning,C,Naypyitaw,Member,Female,Cash,Home and lifestyle
446-47-6729,99.82,2.0,9.982,209.622,199.64,4.761904762,9.982,6.7,2019-01-02,2018-12-31,1,3,1,January,1,2019,winter,18:09:00,evening,C,Naypyitaw,Normal,Male,Credit card,Fashion accessories
573-10-3877,39.01,1.0,1.9505,40.9605,39.01,4.761904762,1.9505,4.7,2019-03-12,2019-03-11,11,2,3,March,1,2019,spring,16:46:00,noon,B,Mandalay,Member,Male,Credit card,Health and beauty
735-06-4124,48.61,1.0,2.4305,51.0405,48.61,4.761904762,2.4305,4.4,2019-02-25,2019-02-25,9,1,2,February,1,2019,winter,15:31:00,noon,C,Naypyitaw,Normal,Male,Cash,Food and beverages
439-54-7422,51.19,4.0,10.238,214.998,204.76,4.761904762,10.238,4.7,2019-03-18,2019-03-18,12,1,3,March,1,2019,spring,17:15:00,evening,A,Yangon,Normal,Female,Credit card,Electronic accessories
396-90-2219,14.96,8.0,5.984,125.664,119.68,4.761904762,5.984,8.6,2019-02-23,2019-02-18,8,6,2,February,1,2019,winter,12:29:00,noon,B,Mandalay,Normal,Female,Cash,Electronic accessories
411-77-0180,72.2,7.0,25.27,530.67,505.4,4.761904762,25.27,4.3,2019-03-26,2019-03-25,13,2,3,March,1,2019,spring,20:14:00,evening,A,Yangon,Member,Male,Ewallet,Electronic accessories
286-01-5402,40.23,7.0,14.0805,295.6905,281.61,4.761904762,14.0805,9.6,2019-03-30,2019-03-25,13,6,3,March,1,2019,spring,13:22:00,noon,A,Yangon,Normal,Female,Cash,Sports and travel
803-17-8013,88.79,8.0,35.516,745.836,710.32,4.761904762,35.516,4.1,2019-02-17,2019-02-11,7,7,2,February,1,2019,winter,17:09:00,evening,A,Yangon,Member,Female,Cash,Home and lifestyle
512-98-1403,26.48,3.0,3.972,83.412,79.44,4.761904762,3.972,4.7,2019-03-21,2019-03-18,12,4,3,March,1,2019,spring,10:40:00,morning,A,Yangon,Member,Female,Ewallet,Electronic accessories
848-42-2560,81.91,2.0,8.191,172.011,163.82,4.761904762,8.191,7.8,2019-03-05,2019-03-04,10,2,3,March,1,2019,spring,17:43:00,evening,A,Yangon,Normal,Female,Cash,Fashion accessories
532-59-7201,79.93,6.0,23.979,503.559,479.58,4.761904762,23.979,5.5,2019-01-31,2019-01-28,5,4,1,January,1,2019,winter,14:04:00,noon,B,Mandalay,Member,Male,Cash,Sports and travel
181-94-6432,69.33,2.0,6.933,145.593,138.66,4.761904762,6.933,9.7,2019-02-05,2019-02-04,6,2,2,February,1,2019,winter,19:05:00,evening,C,Naypyitaw,Member,Male,Ewallet,Fashion accessories
870-76-1733,14.23,5.0,3.5575,74.7075,71.15,4.761904762,3.5575,4.4,2019-02-01,2019-01-28,5,5,2,February,1,2019,winter,10:08:00,morning,A,Yangon,Member,Female,Credit card,Food and beverages
423-64-4619,15.55,9.0,6.9975,146.9475,139.95,4.761904762,6.9975,5.0,2019-03-07,2019-03-04,10,4,3,March,1,2019,spring,13:12:00,noon,A,Yangon,Member,Female,Cash,Health and beauty
227-07-4446,78.13,10.0,39.065,820.365,781.3,4.761904762,39.065,4.4,2019-02-10,2019-02-04,6,7,2,February,1,2019,winter,20:51:00,evening,C,Naypyitaw,Member,Female,Cash,Electronic accessories
174-36-3675,99.37,2.0,9.937,208.677,198.74,4.761904762,9.937,5.2,2019-02-14,2019-02-11,7,4,2,February,1,2019,winter,17:29:00,evening,C,Naypyitaw,Member,Male,Cash,Food and beverages
428-83-5800,21.08,3.0,3.162,66.402,63.24,4.761904762,3.162,7.3,2019-02-09,2019-02-04,6,6,2,February,1,2019,winter,10:25:00,morning,C,Naypyitaw,Member,Female,Cash,Food and beverages
603-07-0961,74.79,5.0,18.6975,392.6475,373.95,4.761904762,18.6975,4.9,2019-01-10,2019-01-07,2,4,1,January,1,2019,winter,11:34:00,noon,C,Naypyitaw,Member,Male,Cash,Electronic accessories
704-20-4138,29.67,7.0,10.3845,218.0745,207.69,4.761904762,10.3845,8.1,2019-03-11,2019-03-11,11,1,3,March,1,2019,spring,18:58:00,evening,C,Naypyitaw,Member,Female,Credit card,Health and beauty
787-15-1757,44.07,4.0,8.814,185.094,176.28,4.761904762,8.814,8.4,2019-02-18,2019-02-18,8,1,2,February,1,2019,winter,16:28:00,noon,C,Naypyitaw,Member,Male,Ewallet,Health and beauty
649-11-3678,22.93,9.0,10.3185,216.6885,206.37,4.761904762,10.3185,5.5,2019-02-26,2019-02-25,9,2,2,February,1,2019,winter,20:26:00,evening,C,Naypyitaw,Normal,Female,Cash,Food and beverages
622-20-1945,39.42,1.0,1.971,41.391,39.42,4.761904762,1.971,8.4,2019-01-18,2019-01-14,3,5,1,January,1,2019,winter,15:08:00,noon,C,Naypyitaw,Normal,Female,Cash,Health and beauty
372-94-8041,15.26,6.0,4.578,96.138,91.56,4.761904762,4.578,9.8,2019-02-15,2019-02-11,7,5,2,February,1,2019,winter,18:03:00,evening,A,Yangon,Normal,Male,Ewallet,Health and beauty
563-91-7120,61.77,5.0,15.4425,324.2925,308.85,4.761904762,15.4425,6.7,2019-03-08,2019-03-04,10,5,3,March,1,2019,spring,13:21:00,noon,A,Yangon,Normal,Female,Cash,Fashion accessories
746-54-5508,21.52,6.0,6.456,135.576,129.12,4.761904762,6.456,9.4,2019-01-17,2019-01-14,3,4,1,January,1,2019,winter,12:48:00,noon,A,Yangon,Normal,Male,Credit card,Home and lifestyle
276-54-0879,97.74,4.0,19.548,410.508,390.96,4.761904762,19.548,6.4,2019-03-12,2019-03-11,11,2,3,March,1,2019,spring,19:53:00,evening,B,Mandalay,Normal,Male,Ewallet,Sports and travel
815-11-1168,99.78,5.0,24.945,523.845,498.9,4.761904762,24.945,5.4,2019-03-09,2019-03-04,10,6,3,March,1,2019,spring,19:09:00,evening,A,Yangon,Member,Male,Cash,Food and beverages
719-76-3868,94.26,4.0,18.852,395.892,377.04,4.761904762,18.852,8.6,2019-03-12,2019-03-11,11,2,3,March,1,2019,spring,16:30:00,noon,C,Naypyitaw,Member,Male,Cash,Food and beverages
730-61-8757,51.13,4.0,10.226,214.746,204.52,4.761904762,10.226,4.0,2019-01-25,2019-01-21,4,5,1,January,1,2019,winter,10:11:00,morning,B,Mandalay,Member,Male,Credit card,Health and beauty
340-66-0321,36.36,4.0,7.272,152.712,145.44,4.761904762,7.272,7.6,2019-03-25,2019-03-25,13,1,3,March,1,2019,spring,13:07:00,noon,A,Yangon,Member,Male,Cash,Electronic accessories
868-81-1752,22.02,9.0,9.909,208.089,198.18,4.761904762,9.909,6.8,2019-02-07,2019-02-04,6,4,2,February,1,2019,winter,18:48:00,evening,B,Mandalay,Normal,Male,Cash,Home and lifestyle
634-97-8956,32.9,3.0,4.935,103.635,98.7,4.761904762,4.935,9.1,2019-02-17,2019-02-11,7,7,2,February,1,2019,winter,17:27:00,evening,A,Yangon,Normal,Male,Credit card,Food and beverages
566-71-1091,77.02,5.0,19.255,404.355,385.1,4.761904762,19.255,5.5,2019-02-03,2019-01-28,5,7,2,February,1,2019,winter,15:59:00,noon,A,Yangon,Normal,Male,Cash,Fashion accessories
442-48-3607,23.48,2.0,2.348,49.308,46.96,4.761904762,2.348,7.9,2019-03-14,2019-03-11,11,4,3,March,1,2019,spring,11:21:00,noon,A,Yangon,Member,Male,Credit card,Food and beverages
835-16-0096,14.7,5.0,3.675,77.175,73.5,4.761904762,3.675,8.5,2019-03-24,2019-03-18,12,7,3,March,1,2019,spring,13:48:00,noon,C,Naypyitaw,Member,Male,Ewallet,Sports and travel
527-09-6272,28.45,5.0,7.1125,149.3625,142.25,4.761904762,7.1125,9.1,2019-03-21,2019-03-18,12,4,3,March,1,2019,spring,10:17:00,morning,A,Yangon,Member,Female,Credit card,Electronic accessories
898-04-2717,76.4,9.0,34.38,721.98,687.6,4.761904762,34.38,7.5,2019-03-19,2019-03-18,12,2,3,March,1,2019,spring,15:49:00,noon,A,Yangon,Normal,Male,Ewallet,Fashion accessories
692-27-8933,57.95,6.0,17.385,365.085,347.7,4.761904762,17.385,5.2,2019-02-24,2019-02-18,8,7,2,February,1,2019,winter,13:02:00,noon,B,Mandalay,Normal,Female,Cash,Sports and travel
633-09-3463,47.65,3.0,7.1475,150.0975,142.95,4.761904762,7.1475,9.5,2019-03-28,2019-03-25,13,4,3,March,1,2019,spring,12:58:00,noon,C,Naypyitaw,Normal,Female,Credit card,Electronic accessories
374-17-3652,42.82,9.0,19.269,404.649,385.38,4.761904762,19.269,8.9,2019-02-05,2019-02-04,6,2,2,February,1,2019,winter,15:26:00,noon,B,Mandalay,Member,Female,Credit card,Food and beverages
378-07-7001,48.09,3.0,7.2135,151.4835,144.27,4.761904762,7.2135,7.8,2019-02-10,2019-02-04,6,7,2,February,1,2019,winter,18:23:00,evening,B,Mandalay,Member,Male,Credit card,Electronic accessories
433-75-6987,55.97,7.0,19.5895,411.3795,391.79,4.761904762,19.5895,8.9,2019-03-05,2019-03-04,10,2,3,March,1,2019,spring,19:06:00,evening,B,Mandalay,Member,Female,Ewallet,Health and beauty
873-95-4984,76.9,7.0,26.915,565.215,538.3,4.761904762,26.915,7.7,2019-02-15,2019-02-11,7,5,2,February,1,2019,winter,20:21:00,evening,B,Mandalay,Member,Female,Cash,Health and beauty
416-13-5917,97.03,5.0,24.2575,509.4075,485.15,4.761904762,24.2575,9.3,2019-01-30,2019-01-28,5,3,1,January,1,2019,winter,16:24:00,noon,C,Naypyitaw,Normal,Female,Ewallet,Food and beverages
150-89-8043,44.65,3.0,6.6975,140.6475,133.95,4.761904762,6.6975,6.2,2019-02-14,2019-02-11,7,4,2,February,1,2019,winter,15:04:00,noon,A,Yangon,Normal,Male,Cash,Sports and travel
135-84-8019,77.93,9.0,35.0685,736.4385,701.37,4.761904762,35.0685,7.6,2019-02-27,2019-02-25,9,3,2,February,1,2019,winter,16:10:00,noon,A,Yangon,Normal,Female,Ewallet,Fashion accessories
441-94-7118,71.95,1.0,3.5975,75.5475,71.95,4.761904762,3.5975,7.3,2019-02-04,2019-02-04,6,1,2,February,1,2019,winter,12:14:00,noon,A,Yangon,Member,Male,Cash,Electronic accessories
725-96-3778,89.25,8.0,35.7,749.7,714.0,4.761904762,35.7,4.7,2019-01-20,2019-01-14,3,7,1,January,1,2019,winter,10:13:00,morning,C,Naypyitaw,Member,Female,Cash,Home and lifestyle
531-80-1784,26.02,7.0,9.107,191.247,182.14,4.761904762,9.107,5.1,2019-03-28,2019-03-25,13,4,3,March,1,2019,spring,17:38:00,evening,A,Yangon,Normal,Male,Cash,Electronic accessories
400-45-1220,13.5,10.0,6.75,141.75,135.0,4.761904762,6.75,4.8,2019-02-27,2019-02-25,9,3,2,February,1,2019,winter,11:06:00,noon,B,Mandalay,Normal,Female,Credit card,Health and beauty
860-79-0874,99.3,10.0,49.65,1042.65,993.0,4.761904762,49.65,6.6,2019-02-15,2019-02-11,7,5,2,February,1,2019,winter,14:53:00,noon,C,Naypyitaw,Member,Female,Credit card,Fashion accessories
834-61-8124,51.69,7.0,18.0915,379.9215,361.83,4.761904762,18.0915,5.5,2019-01-26,2019-01-21,4,6,1,January,1,2019,winter,18:22:00,evening,A,Yangon,Normal,Male,Cash,Electronic accessories
115-99-4379,54.73,7.0,19.1555,402.2655,383.11,4.761904762,19.1555,8.5,2019-03-14,2019-03-11,11,4,3,March,1,2019,spring,19:02:00,evening,B,Mandalay,Member,Female,Credit card,Fashion accessories
565-67-6697,27.0,9.0,12.15,255.15,243.0,4.761904762,12.15,4.8,2019-03-02,2019-02-25,9,6,3,March,1,2019,spring,14:16:00,noon,B,Mandalay,Member,Male,Cash,Home and lifestyle
320-49-6392,30.24,1.0,1.512,31.752,30.24,4.761904762,1.512,8.4,2019-03-04,2019-03-04,10,1,3,March,1,2019,spring,15:44:00,noon,C,Naypyitaw,Normal,Female,Cash,Electronic accessories
889-04-9723,89.14,4.0,17.828,374.388,356.56,4.761904762,17.828,7.8,2019-01-07,2019-01-07,2,1,1,January,1,2019,winter,12:20:00,noon,B,Mandalay,Member,Female,Credit card,Food and beverages
632-90-0281,37.55,10.0,18.775,394.275,375.5,4.761904762,18.775,9.3,2019-03-08,2019-03-04,10,5,3,March,1,2019,spring,20:01:00,evening,C,Naypyitaw,Normal,Female,Credit card,Fashion accessories
554-42-2417,95.44,10.0,47.72,1002.12,954.4,4.761904762,47.72,5.2,2019-01-09,2019-01-07,2,3,1,January,1,2019,winter,13:45:00,noon,C,Naypyitaw,Normal,Female,Cash,Sports and travel
453-63-6187,27.5,3.0,4.125,86.625,82.5,4.761904762,4.125,6.5,2019-03-01,2019-02-25,9,5,3,March,1,2019,spring,15:40:00,noon,B,Mandalay,Normal,Male,Ewallet,Electronic accessories
578-80-7669,74.97,1.0,3.7485,78.7185,74.97,4.761904762,3.7485,5.6,2019-03-16,2019-03-11,11,6,3,March,1,2019,spring,16:58:00,noon,B,Mandalay,Normal,Male,Cash,Sports and travel
612-36-5536,80.96,8.0,32.384,680.064,647.68,4.761904762,32.384,7.4,2019-02-17,2019-02-11,7,7,2,February,1,2019,winter,11:12:00,noon,A,Yangon,Member,Male,Credit card,Food and beverages
605-72-4132,94.47,8.0,37.788,793.548,755.76,4.761904762,37.788,9.1,2019-02-27,2019-02-25,9,3,2,February,1,2019,winter,15:12:00,noon,C,Naypyitaw,Normal,Female,Cash,Food and beverages
471-41-2823,99.79,2.0,9.979,209.559,199.58,4.761904762,9.979,8.0,2019-03-07,2019-03-04,10,4,3,March,1,2019,spring,20:37:00,evening,C,Naypyitaw,Normal,Male,Ewallet,Food and beverages
462-67-9126,73.22,6.0,21.966,461.286,439.32,4.761904762,21.966,7.2,2019-01-21,2019-01-21,4,1,1,January,1,2019,winter,17:44:00,evening,A,Yangon,Normal,Male,Cash,Home and lifestyle
272-27-9238,41.24,4.0,8.248,173.208,164.96,4.761904762,8.248,7.1,2019-02-19,2019-02-18,8,2,2,February,1,2019,winter,16:23:00,noon,C,Naypyitaw,Normal,Female,Cash,Food and beverages
834-25-9262,81.68,4.0,16.336,343.056,326.72,4.761904762,16.336,9.1,2019-01-06,2018-12-31,1,7,1,January,1,2019,winter,12:12:00,noon,C,Naypyitaw,Normal,Female,Cash,Fashion accessories
122-61-9553,51.32,9.0,23.094,484.974,461.88,4.761904762,23.094,5.6,2019-03-14,2019-03-11,11,4,3,March,1,2019,spring,19:33:00,evening,C,Naypyitaw,Normal,Female,Cash,Electronic accessories
468-88-0009,65.94,4.0,13.188,276.948,263.76,4.761904762,13.188,6.0,2019-03-24,2019-03-18,12,7,3,March,1,2019,spring,10:29:00,morning,A,Yangon,Member,Male,Cash,Home and lifestyle
613-59-9758,14.36,10.0,7.18,150.78,143.6,4.761904762,7.18,5.4,2019-01-27,2019-01-21,4,7,1,January,1,2019,winter,14:28:00,noon,C,Naypyitaw,Normal,Female,Cash,Sports and travel
254-31-0042,21.5,9.0,9.675,203.175,193.5,4.761904762,9.675,7.8,2019-03-06,2019-03-04,10,3,3,March,1,2019,spring,12:46:00,noon,A,Yangon,Member,Male,Credit card,Electronic accessories
201-86-2184,26.26,7.0,9.191,193.011,183.82,4.761904762,9.191,9.9,2019-02-02,2019-01-28,5,6,2,February,1,2019,winter,19:40:00,evening,B,Mandalay,Member,Female,Cash,Electronic accessories
261-12-8671,60.96,2.0,6.096,128.016,121.92,4.761904762,6.096,4.9,2019-01-25,2019-01-21,4,5,1,January,1,2019,winter,19:39:00,evening,B,Mandalay,Normal,Female,Credit card,Fashion accessories
730-70-9830,70.11,6.0,21.033,441.693,420.66,4.761904762,21.033,5.2,2019-03-14,2019-03-11,11,4,3,March,1,2019,spring,17:54:00,evening,C,Naypyitaw,Normal,Female,Ewallet,Home and lifestyle
382-25-8917,42.08,6.0,12.624,265.104,252.48,4.761904762,12.624,8.9,2019-01-29,2019-01-28,5,2,1,January,1,2019,winter,12:25:00,noon,C,Naypyitaw,Normal,Male,Cash,Fashion accessories
422-29-8786,67.09,5.0,16.7725,352.2225,335.45,4.761904762,16.7725,9.1,2019-01-03,2018-12-31,1,4,1,January,1,2019,winter,16:47:00,noon,A,Yangon,Normal,Female,Credit card,Home and lifestyle
667-23-5919,96.7,5.0,24.175,507.675,483.5,4.761904762,24.175,7.0,2019-01-14,2019-01-14,3,1,1,January,1,2019,winter,12:52:00,noon,A,Yangon,Member,Female,Ewallet,Fashion accessories
843-01-4703,35.38,9.0,15.921,334.341,318.42,4.761904762,15.921,9.6,2019-01-05,2018-12-31,1,6,1,January,1,2019,winter,19:50:00,evening,B,Mandalay,Member,Female,Credit card,Home and lifestyle
